# TESS Program G08062

Title: Discovery And Occurrence Rates Of Disintegrating Minor Planets Transiting White Dwarfs

PI: Soares-Furtado, Melinda - University Of Wisconsin-Madison

Type: SMALL

Summary: Many white dwarfs have been found to have their surfaces "polluted" by remnant rocky bodies from their progenitors' planetary systems. These polluted white dwarfs are our best observational probe of exoplanet interior chemical compositions, which they can reveal with exquisite sensitivity. However, without a good understanding of the origins of white dwarf pollution, it is impossible to fully leverage the information about chemical compositions from the pollution on their surfaces. Observations by Kepler and TESS have begun illuminating the origins and process by which white dwarf pollution takes place by identifying transiting disintegrating minor planets on their way to polluting white dwarfs. Here for TESS Cycle 7, we propose the largest search to date to search for transiting debris ar
705314285,90.2327,-40.6445,18.68,G08002;G08062
705316774,91.0785,-40.2017,18.37,G08062;G08002
705316782,91.1349,-40.1901,17.35,G08002;G08062
705317351,91.0143,-39.9799,18.88,G08002;G08062
705319273,90.3925,-39.8632,19.15,G08062
705322319,89.2429,-40.1774,17.0,G08002;G08062
705322505,88.7267,-40.3334,18.82,G08002;G08062
705323777,89.0978,-39.8327,18.34,G08002;G08062
705330690,91.6181,-39.4979,17.73,G08062;G08002
705332142,90.998,-39.3685,18.74,G08002;G08062
705334365,91.8835,-39.0274,17.7,G08002;G08062
705335057,92.4902,-38.8212,18.83,G08002;G08062
705335330,92.5761,-38.6974,18.55,G08002;G08062
705337347,92.0389,-38.5788,18.07,G08002;G08062
705337658,92.2395,-38.4196,18.07,G08002;G08062
705338529,92.0488,-38.0201,18.05,G08002;G08062
705339851,91.1349,-38.7955,19.05,G08062
705345754,90.9321,-38.1528,18.07,G08002;G08062
705346669,91.1811,-37.721,17.2,G08002;G08062
705346991,91.4284,-37.7368,18.01,G08002;G08062
705348332,88.5819,-39.8716,18.77,G08002;G08062
705352007,88.6713,-38.9776,17.12,G08002;G08062
705353836,89.806,-38.7384,19.25,G08062
705354958,88.9353,-38.8157,18.8,G08002;G08062
705359571,87.7521,-38.5506,18.38,G08002;G08062
705360978,87.8329,-38.097,18.49,G08002;G08062
705362785,88.7112,-38.0213,17.55,G08002;G08062
705373420,90.4641,-37.081,17.86,G08002;G08062
705376307,89.3135,-37.3176,18.36,G08002;G08062
705378540,88.8674,-37.022,18.89,G08002;G08062
705386172,93.312,-38.105,19.01,G08062
705387284,93.1517,-37.6157,18.95,G08002;G08062
705387794,92.5642,-37.9374,18.62,G08002;G08062
705392112,94.045,-37.0363,18.94,G08002;G08062
705394311,93.5483,-37.0017,18.96,G08002;G08062
705396503,92.0845,-37.4008,18.77,G08002;G08062
705401741,92.9705,-36.5965,18.87,G08002;G08062
705403032,93.2572,-36.3027,18.02,G08002;G08062
705403498,92.4545,-36.5391,19.12,G08062
705405529,92.7611,-35.9913,17.63,G08002;G08062
705406558,94.0471,-36.9081,19.16,G08062
705407571,94.5517,-36.587,19.25,G08062
705409139,94.0545,-36.5505,18.62,G08002;G08062
705411128,94.122,-36.0422,18.44,G08002;G08062
705413015,94.8675,-35.9295,18.04,G08002;G08062
705416185,94.7105,-35.5083,18.85,G08002;G08062
705416692,94.8816,-35.4632,18.34,G08002;G08062
705418118,93.5583,-36.3072,19.14,G08062
705418312,93.4492,-36.21,19.02,G08062
705419496,93.8849,-35.9762,18.7,G08002;G08062
705428282,93.994,-34.7504,17.82,G08002;G08062
705430854,91.1333,-36.8524,17.07,G08002;G08062
705432160,91.5844,-36.2617,18.43,G08002;G08062
705433381,90.9039,-36.3212,16.93,G08002;G08062
705436286,92.5027,-35.8648,18.87,G08002;G08062
705436492,92.6742,-35.7591,18.47,G08002;G08062
705437860,91.9816,-35.6983,19.18,G08062
705439524,91.8425,-35.3645,19.01,G08062
705441336,91.2165,-35.8787,19.26,G08062
705445545,91.2775,-35.3731,19.2,G08062
705447891,91.2145,-35.0635,18.12,G08002;G08062
705451907,93.3859,-35.0784,18.05,G08002;G08062
705454630,92.9581,-34.7371,19.05,G08062
705463499,92.6695,-34.1808,18.64,G08002;G08062
705464417,91.8553,-34.3698,18.34,G08002;G08062
705468517,93.2888,-33.7273,19.07,G08062
705470319,92.752,-33.5064,17.84,G08002;G08062
705471378,92.7365,-33.3923,17.47,G08002;G08062
705471628,92.9641,-33.2261,17.91,G08002;G08062
705472377,92.7316,-33.0702,18.78,G08002;G08062
705472727,87.2685,-38.586,19.29,G08062
705474833,86.9044,-38.0163,18.83,G08002;G08062
705476851,88.1036,-37.5536,17.14,G08002;G08062;G08082
705480189,87.7175,-36.7075,17.2,G08002;G08062
705480679,86.4997,-37.7142,17.84,G08002;G08062
705483698,86.596,-36.8318,19.07,G08002;G08062
705485993,87.6601,-36.2767,17.19,G08002;G08062
705493982,89.5858,-35.947,16.83,G08002;G08062
705501818,88.7015,-35.4788,18.2,G08002;G08062
705502000,88.7554,-35.3616,18.55,G08002;G08062
705502855,89.0788,-35.1103,19.1,G08062
705503014,88.9168,-35.0717,18.28,G08002;G08062
705504061,88.2919,-35.1374,18.6,G08002;G08062
705506207,85.7623,-37.1154,18.51,G08002;G08062
705506325,85.7313,-37.0118,17.7,G08002;G08062
705508257,85.5698,-36.555,18.14,G08002;G08062
705508568,85.189,-36.4086,18.5,G08002;G08062
705508671,85.4201,-36.3801,17.65,G08062;G08002
705509461,85.5187,-36.1223,17.96,G08002;G08062
705510788,86.517,-35.7229,17.61,G08002;G08062
705517178,85.1545,-35.1963,18.74,G08002;G08062
705518540,86.4297,-34.9509,18.87,G08002;G08062
705522328,87.5027,-35.0555,19.24,G08062
705524251,87.069,-34.7355,18.73,G08002;G08062
705524695,86.9264,-34.6731,17.01,G08002;G08062
705526688,88.1437,-34.2686,19.05,G08062
705529659,86.6561,-34.6568,18.81,G08002;G08062
705531960,85.9046,-34.2125,18.8,G08002;G08062
705533192,86.4681,-33.5821,18.9,G08002;G08062
705533334,87.2621,-34.0158,18.77,G08002;G08062
705535310,86.8085,-33.7407,17.3,G08002;G08062
705536306,87.2938,-33.3944,19.18,G08002;G08062
705537669,90.3261,-35.2906,18.51,G08002;G08062
705539708,89.592,-35.2439,19.26,G08062
705542441,90.7069,-34.7338,19.21,G08062
705543563,91.0965,-34.404,17.98,G08002;G08062
705546432,90.82,-33.8793,18.98,G08002;G08062
705548385,89.2419,-34.3632,19.23,G08062
705551345,89.4035,-33.9699,17.73,G08002;G08062
705570224,91.0956,-32.9972,19.17,G08062
705575200,91.0889,-32.4369,18.43,G08002;G08062
705575439,91.4607,-32.3112,18.91,G08002;G08062
705577034,91.719,-31.9224,18.88,G08002;G08062
705577356,90.9378,-32.3126,18.36,G08002;G08062
705579289,91.603,-31.6055,18.81,G08002;G08062
705587633,89.0015,-32.9056,18.63,G08002;G08062
705590451,87.987,-33.2128,19.21,G08062
705590710,87.8,-33.1166,19.25,G08062
705592512,87.5323,-32.8516,19.2,G08062
705593096,87.6059,-32.6699,19.12,G08062
705595000,88.3821,-32.4962,18.99,G08062;G08002
705596316,88.8917,-32.0615,17.52,G08002;G08062
705598507,88.7561,-31.7144,19.1,G08062
705602514,89.8274,-31.9678,19.18,G08062
705603917,89.7892,-31.8026,18.89,G08002;G08062
705604881,90.874,-31.8406,19.0,G08002;G08062
705604882,90.8728,-31.8391,18.32,G08002;G08062
705615053,89.1437,-30.909,19.0,G08002;G08062
705615257,89.2156,-30.9437,18.57,G08002;G08062
705616443,89.8486,-30.9153,19.18,G08062
705624636,95.3503,-35.1573,18.63,G08002;G08062
705636109,95.0572,-34.7779,18.16,G08002;G08062
705686836,94.139,-33.641,19.21,G08062
705692316,94.9289,-33.3013,17.76,G08002;G08062
705696618,94.4627,-32.8191,19.13,G08062
705696839,94.3633,-32.7324,17.29,G08002;G08062
705701963,93.8885,-32.7619,18.72,G08002;G08062
705712010,94.1708,-31.694,19.08,G08062
705912032,92.7345,-32.4195,18.86,G08002;G08062
705919125,93.8468,-31.5521,18.09,G08002;G08062
705923062,93.6283,-30.9359,18.8,G08002;G08062
705925651,92.4228,-31.5743,18.68,G08002;G08062
705930240,92.6869,-31.1647,19.03,G08062
705956029,92.9642,-30.1391,19.16,G08062
705970805,90.9521,-30.4537,17.51,G08002;G08062
705977611,92.3444,-29.768,18.92,G08002;G08062
705979872,90.5407,-30.2061,19.3,G08062
705985176,91.6073,-29.7021,19.15,G08062
706181501,84.5599,-35.2841,18.92,G08002;G08062
706186521,85.4371,-33.9661,18.67,G08002;G08062
706195200,84.2252,-33.0525,19.27,G08062
706197206,86.1991,-33.4094,18.35,G08002;G08062
706200990,86.5819,-32.8146,18.86,G08002;G08062
706201085,86.7147,-32.6793,19.02,G08062
706201207,86.9267,-32.6313,18.7,G08002;G08062
706201210,86.9749,-32.6544,17.68,G08002;G08062
706203444,86.4347,-32.1891,19.13,G08062
706203607,84.9494,-33.3697,18.3,G08002;G08062
706204138,84.8529,-33.0639,19.18,G08062
706214418,82.938,-32.8788,18.9,G08002;G08062
706217551,83.4673,-32.578,18.54,G08002;G08062
706219830,82.1148,-32.8511,18.89,G08002;G08062
706220419,82.2643,-32.7283,19.02,G08062
706221225,82.9383,-32.6667,19.11,G08002;G08062
706221290,82.9497,-32.6212,17.82,G08002;G08062
706221990,82.9989,-32.2085,18.16,G08002;G08062
706222539,83.1791,-32.1706,19.26,G08062
706223271,82.8934,-32.0441,18.43,G08002;G08062
706228167,84.4163,-31.6381,19.25,G08062
706228663,85.352,-31.7778,17.35,G08002;G08062
706228785,85.2827,-31.6623,19.03,G08062
706240912,87.6265,-32.0357,18.12,G08002;G08062
706250289,86.8702,-31.1642,18.48,G08002;G08062
706252506,87.1875,-31.3311,18.16,G08002;G08062
706253516,87.2693,-30.8203,18.43,G08002;G08062
706254334,87.4071,-30.6969,18.4,G08002;G08062
706255920,87.2965,-30.5019,18.9,G08002;G08062
706256440,87.0239,-30.3835,19.19,G08062
706256554,86.93,-30.3483,18.26,G08002;G08062
706258223,89.0984,-30.8865,17.92,G08002;G08062
706260840,88.684,-30.4511,18.8,G08002;G08062
706262809,89.184,-30.3072,18.37,G08002;G08062
706267986,87.9287,-30.2946,19.28,G08062
706276811,85.9903,-31.1342,18.9,G08002;G08062
706277065,85.5646,-31.1514,17.78,G08002;G08062
706312060,81.0471,-32.0795,17.4,G08002;G08062
706312507,81.6108,-31.8225,18.71,G08002;G08062
706313268,82.174,-31.9896,17.95,G08002;G08062
706314254,82.8748,-31.3207,17.91,G08062;G08002
706318219,80.7112,-31.3914,18.91,G08002;G08062
706318904,81.0186,-31.0644,17.38,G08002;G08062
734892967,88.5616,-41.151,18.58,G08002;G08062
734894981,88.2749,-40.7223,19.2,G08062
734900288,86.7305,-41.9673,19.12,G08062
734900548,86.9851,-41.9637,18.27,G08002;G08062
734900943,86.6435,-41.8252,18.01,G08002;G08062
734901855,85.9602,-41.7382,17.96,G08002;G08062
734909786,85.8275,-40.3291,18.62,G08002;G08062
734911131,87.7328,-41.0255,19.05,G08062
734915284,88.2076,-40.0985,18.25,G08002;G08062
734916350,87.9131,-40.1379,18.78,G08002;G08062
734916453,87.9712,-39.9654,18.89,G08002;G08062
734917643,86.5737,-40.5287,19.29,G08062
734919348,86.2441,-40.329,17.67,G08002;G08062
734920387,86.564,-39.7636,19.05,G08062
734923482,86.8097,-39.3815,18.49,G08002;G08062
734940922,84.234,-42.2952,17.69,G08002;G08062
734940931,84.1939,-42.3091,19.01,G08002;G08062
734944100,82.5995,-42.1333,19.22,G08062
734944369,82.5078,-42.035,18.61,G08002;G08062
734946164,82.4805,-41.5401,17.37,G08002;G08062
734962165,82.7429,-39.9981,18.45,G08002;G08062
734973246,84.9718,-40.6145,18.63,G08088;G08002;G08062
734973495,84.9273,-40.4497,18.14,G08002;G08062
734973508,84.9896,-40.4233,18.1,G08002;G08062
734981693,84.5392,-39.2243,18.91,G08002;G08062
734986154,86.7141,-39.1715,18.54,G08002;G08062
734988084,86.4229,-38.6981,17.7,G08062;G08002
734988282,85.953,-38.6894,19.03,G08062
734988431,85.8832,-38.5877,18.26,G08002;G08062
734989459,86.3972,-38.1306,17.39,G08002;G08062
734989915,85.1186,-39.0745,18.96,G08002;G08062
734991381,84.6316,-38.8451,17.97,G08002;G08062
734993762,86.1494,-38.1969,16.22,G08002;G08062
734999530,82.7351,-38.9661,19.06,G08062
735001361,83.3772,-38.9287,19.07,G08062
735002539,83.5999,-38.2456,17.24,G08002;G08062
735002747,83.5834,-38.1347,18.61,G08002;G08062
735004001,82.7669,-38.5371,18.95,G08002;G08062
735006522,82.9655,-38.1252,17.89,G08002;G08062
735008370,82.8072,-37.734,18.97,G08002;G08062
735010716,84.0965,-38.1119,19.04,G08062
735011506,84.5334,-37.7275,17.79,G08002;G08062
735013911,85.297,-36.9986,18.2,G08002;G08062
735016140,83.8849,-37.4165,18.09,G08002;G08062
735016236,83.6234,-37.5619,18.99,G08002;G08062
735016256,83.6063,-37.4873,18.95,G08002;G08062
735017421,83.3082,-37.5143,16.9,G08002;G08062
735017712,83.5529,-37.1478,19.26,G08062
735019652,84.2703,-36.5899,18.03,G08002;G08062
735021081,83.782,-36.368,19.26,G08062
735034404,81.9619,-36.9326,19.07,G08062
735035085,82.1172,-36.6403,18.67,G08002;G08062
735040772,81.7911,-35.984,18.23,G08002;G08062
735041560,83.1052,-36.6825,17.65,G08002;G08062
735042451,83.0292,-36.3882,17.86,G08002;G08062
735045439,84.1899,-35.6287,19.21,G08062
735045584,83.9224,-35.6431,17.73,G08002;G08062
735046745,83.2438,-35.4031,18.68,G08002;G08062
735046990,83.9182,-35.4105,19.23,G08062
735047295,83.5987,-35.2581,17.96,G08002;G08062
735049454,82.0236,-35.6186,18.98,G08002;G08062
735065508,81.8438,-34.462,18.38,G08002;G08062
735066260,82.3097,-34.0192,17.75,G08002;G08062
735066660,81.9909,-33.9071,19.13,G08062
735069214,81.0789,-34.002,18.53,G08002;G08062
735070429,81.7143,-33.6944,18.58,G08002;G08062
735072246,81.4867,-33.2934,17.1,G08002;G08062
738083520,97.2586,-40.0052,17.34,G08002;G08062
738146115,90.36,-41.4201,19.04,G08062
738155359,92.6123,-40.7198,19.09,G08062
738157531,94.0057,-40.3233,17.51,G08002;G08062
738158884,93.4793,-40.2019,18.97,G08002;G08062
738161144,92.2528,-40.8449,18.55,G08002;G08062
738165185,92.4349,-39.8578,18.91,G08002;G08062
738181672,96.318,-40.1925,17.82,G08002;G08062
738182252,96.4767,-39.8301,17.97,G08002;G08062
738194255,95.3756,-39.1177,19.04,G08062
738198213,96.6356,-39.7711,19.1,G08062
738209127,96.3045,-39.1783,18.41,G08002;G08062
738209950,96.3351,-39.0324,18.26,G08002;G08062
738214234,96.0901,-38.407,17.84,G08002;G08062
738223598,94.5204,-39.6439,16.83,G08002;G08062
738227919,95.0575,-39.0703,18.61,G08002;G08062
738232472,95.0829,-38.2181,17.5,G08002;G08062
738233729,93.752,-39.0208,18.85,G08002;G08062
738234795,93.8515,-38.8064,16.86,G08002;G08062;20SECONDTARGET
738235490,93.677,-38.5654,18.14,G08002;G08062
738237814,93.3979,-38.4188,19.28,G08062
738238598,94.2678,-38.4909,19.04,G08062
738240265,94.7472,-38.0614,18.26,G08002;G08062
738247550,95.1934,-38.1522,18.35,G08002;G08062
738248698,95.412,-37.7593,18.71,G08002;G08062
738255027,95.8923,-37.1545,18.81,G08002;G08062
738258407,94.7367,-37.4354,16.79,G08002;G08062
738261407,94.3862,-37.1623,19.1,G08062
738264369,95.8093,-36.6723,18.14,G08002;G08062
738269738,95.597,-36.0644,19.14,G08062
738270416,95.6403,-35.7372,18.76,G08002;G08062
1196437,71.1137,-35.2964,15.84,G08002;G08062;20SECONDTARGET
1272684,72.6105,-33.3467,17.71,G08062;G08002
1335183,73.5244,-34.4182,16.21,G08002;G08062
1354894,73.6686,-34.4467,16.24,G08002;G08062;G08082
13932547,74.9408,-39.8956,17.14,G08002;G08062
1398159,74.415,-31.922,16.68,G08002;G08062
1399339,74.5701,-35.9082,16.85,G08002;G08062
153743215,66.6856,-41.8952,16.41,G08002;G08062
167661833,79.7557,-38.4147,16.49,G08002;G08062;20SECONDTARGET
170752712,68.5793,-33.8303,16.93,G08002;G08062
170846549,70.1561,-33.5105,16.84,G08002;G08062
200459727,71.4075,-42.5461,15.42,G08002;G08062
257689590,74.7516,-37.0337,17.01,G08002;G08062;20SECONDTARGET
685537075,69.1157,-43.0068,18.62,G08062;G08002
685539002,67.5475,-42.9505,19.09,G08002;G08062
685540720,67.8272,-42.4065,19.07,G08002;G08062
685571864,78.8957,-42.5429,18.9,G08002;G08062
685573795,79.9286,-41.5888,18.66,G08002;G08062
685574882,79.7263,-41.3787,19.07,G08062
685610512,72.65,-43.2143,18.83,G08002;G08062
685620571,75.6882,-42.7982,17.41,G08002;G08062
685621870,76.2861,-42.9453,18.11,G08002;G08062
685626571,78.0961,-41.7572,17.28,G08002;G08062
685626867,77.8508,-41.9638,18.38,G08002;G08062
685628059,77.0754,-42.5366,18.64,G08002;G08062
685628141,76.8748,-42.4068,19.09,G08062
685628191,76.9028,-42.2501,18.4,G08002;G08062
685630368,76.5864,-41.3249,19.27,G08062
685632021,77.1602,-40.8607,17.94,G08002;G08062
685633852,75.3095,-42.6504,17.75,G08002;G08062
685635161,74.6529,-42.0593,19.3,G08062
685635199,74.6765,-41.9502,17.89,G08002;G08062
685635744,75.4688,-42.0354,18.59,G08002;G08062
685637670,74.2388,-42.4393,17.05,G08002;G08062
685640506,74.9069,-41.2276,17.98,G08002;G08062
685641069,74.228,-41.3379,17.74,G08002;G08062
685646193,76.5157,-40.2091,19.23,G08062
685648484,74.808,-40.5181,18.35,G08062;G08002
685649844,76.1007,-39.9249,18.98,G08002;G08062
685650618,76.5419,-39.3459,19.16,G08062
685656295,71.494,-42.9082,19.24,G08062
685658897,70.948,-43.1248,19.04,G08062
685659164,70.9263,-42.971,19.06,G08002;G08062
685659260,70.7126,-42.7896,17.87,G08002;G08062
685659521,71.1195,-42.6037,19.12,G08062
685661944,72.2583,-42.5706,16.78,G08002;G08062
685662418,71.6015,-42.7142,17.62,G08002;G08062
685665639,70.9406,-42.0819,18.04,G08002;G08062
685666533,70.8619,-41.713,19.07,G08062
685667040,71.1371,-41.3747,18.73,G08002;G08062
685667455,71.727,-41.4319,18.99,G08062;G08002
685669815,69.2112,-42.8745,18.96,G08002;G08062
685670848,68.7308,-42.5523,18.98,G08002;G08062
685671110,69.356,-42.3119,18.51,G08002;G08062
685671314,68.7688,-42.2242,19.21,G08062
685677249,68.6977,-40.5173,17.35,G08002;G08062
685678297,70.814,-40.8159,17.94,G08002;G08062
685678586,70.1231,-41.0262,17.55,G08002;G08062
685678872,70.2914,-40.902,19.08,G08062
685679265,70.2676,-40.4255,18.14,G08002;G08062
685680012,71.6232,-40.287,18.92,G08002;G08062
685680841,70.7384,-39.9418,19.14,G08062
685680864,71.0029,-40.1897,17.87,G08002;G08062
685683644,70.065,-39.7641,18.02,G08062;G08002
685684935,70.4686,-39.1974,18.29,G08002;G08062
685689266,73.7303,-40.0918,17.41,G08062;G08002
685693482,72.8234,-39.2619,18.92,G08002;G08062
685693642,73.0724,-39.2113,17.98,G08002;G08062
685697486,75.3362,-38.6264,19.16,G08062
685699074,74.082,-39.0722,18.13,G08062;G08002
685701846,74.9763,-38.1126,17.86,G08002;G08062
685702857,73.9852,-37.7904,18.24,G08002;G08062
685705235,71.7339,-39.2363,19.09,G08062
685708256,71.4615,-38.9273,17.23,G08002;G08062
685708295,71.2928,-38.9215,19.05,G08002;G08062
685711837,73.062,-38.5567,18.77,G08002;G08062
685714859,74.429,-37.0704,18.94,G08002;G08062
685714995,73.9518,-37.1324,18.62,G08002;G08062
685715825,73.7884,-36.9994,19.18,G08002;G08062
685716892,72.7818,-37.4807,19.29,G08062
685717629,72.2192,-37.1741,19.06,G08062
685717706,71.9373,-37.1737,18.5,G08002;G08062
685718446,73.1806,-37.0248,18.83,G08002;G08062
685718705,73.0086,-36.7732,19.16,G08062
685719520,72.68,-36.6923,19.06,G08062
685719583,72.9693,-36.5775,18.94,G08002;G08062
685720179,73.2122,-36.0873,18.78,G08002;G08062
685722203,78.5978,-40.8839,18.02,G08002;G08062
685740220,78.0288,-40.0622,18.43,G08002;G08062
685740891,78.8206,-40.1023,18.3,G08002;G08062
685749866,79.8069,-37.8411,19.12,G08062
685750078,79.942,-37.5327,18.81,G08002;G08062
685750975,77.9851,-39.5074,19.14,G08002;G08062
685751101,77.4886,-39.5927,19.05,G08062
685751452,77.1049,-39.669,17.43,G08062;G08002
685751527,76.9912,-39.6086,18.35,G08002;G08062
685751981,76.8644,-39.2149,19.3,G08062
685752694,77.9996,-39.1629,18.54,G08002;G08062
685754309,77.585,-38.4316,19.12,G08062
685760352,78.7027,-38.0626,17.77,G08002;G08062
685763358,79.6091,-37.3067,18.51,G08002;G08062
685763761,79.2463,-37.3268,18.59,G08002;G08062
685766452,77.7243,-37.3007,18.01,G08062;G08002
685770628,79.6776,-36.3756,19.15,G08062
685771249,79.7357,-36.0599,18.55,G08002;G08062
685771987,79.7442,-35.7268,18.36,G08002;G08062
685777448,76.9985,-37.2851,18.72,G08002;G08062
685780405,75.4988,-37.0344,17.35,G08002;G08062
685782039,75.8502,-36.842,18.73,G08002;G08062
685785030,77.834,-36.2894,18.48,G08002;G08062
685785227,77.6849,-36.3576,18.3,G08002;G08062
685785799,77.0181,-36.3187,17.8,G08002;G08062
685786172,77.5017,-36.0258,19.3,G08062
685787396,78.4763,-35.67,18.97,G08002;G08062
685789515,76.676,-35.7394,17.38,G08062;G08002;20SECONDTARGET
685789584,77.0541,-35.8897,19.21,G08062
685790602,76.1431,-35.5924,18.54,G08002;G08062
685793843,77.2898,-34.3929,18.15,G08062;G08002
685794296,74.3031,-36.8321,18.82,G08002;G08062
685795183,74.1589,-36.7067,19.01,G08062
685795402,74.2401,-36.4036,17.77,G08002;G08062
685800962,74.5215,-35.3494,18.79,G08002;G08062
685802945,74.4842,-34.401,17.68,G08002;G08062
685804510,75.7886,-34.8796,18.95,G08002;G08062
685805568,76.6672,-34.7138,18.1,G08002;G08062
685806337,77.2205,-34.2102,19.27,G08062
685806640,76.8974,-34.0568,18.56,G08002;G08062
685807984,75.1914,-34.8438,18.01,G08002;G08062
685810640,75.948,-33.7212,18.75,G08002;G08062
685810750,76.303,-33.8486,19.14,G08062
685811711,75.4217,-33.511,18.04,G08002;G08062
685813738,79.1545,-34.885,18.42,G08002;G08062
685814448,78.4654,-34.6981,18.72,G08002;G08062
685820700,78.7265,-33.602,19.01,G08002;G08062
685822360,78.6022,-33.0283,18.78,G08002;G08062
685822362,78.6006,-33.0283,17.72,G08062;G08002
685825136,79.1662,-32.5202,18.95,G08002;G08062
685827474,77.8659,-33.6487,18.59,G08002;G08062
685829238,77.9956,-33.2126,17.48,G08002;G08062
685829255,78.2504,-33.2622,18.92,G08002;G08062
685830045,78.365,-32.7964,18.62,G08002;G08062
685831154,78.1079,-32.4602,18.67,G08002;G08062
685831873,76.6341,-33.1583,18.54,G08002;G08062
685831982,76.6232,-33.0881,18.73,G08002;G08062
685833430,76.2767,-32.4877,17.59,G08002;G08062
685837003,78.4601,-32.4236,18.13,G08002;G08062
685837179,78.737,-32.1851,18.52,G08002;G08062
685837488,79.3541,-32.0071,19.02,G08002;G08062
685838137,78.5549,-31.9729,18.51,G08002;G08062
685838299,78.2227,-32.0378,18.17,G08002;G08062
685839636,79.2829,-31.5778,19.02,G08002;G08062
685841989,77.8192,-31.7692,19.23,G08062
685914084,66.9312,-42.9301,18.52,G08062;G08002
685914316,66.6914,-42.7015,17.8,G08002;G08062
685916237,67.2017,-41.6161,19.22,G08062
685916297,67.1792,-41.4683,18.2,G08002;G08062
685916449,66.6696,-41.8827,18.57,G08002;G08062
685919135,66.221,-41.5283,18.94,G08002;G08062
685973142,67.8892,-40.7932,17.11,G08002;G08062
685974046,67.3633,-40.4905,19.18,G08002;G08062
685974215,68.1946,-40.8578,18.63,G08002;G08062
685975277,68.0575,-40.2653,19.19,G08062
685978759,67.856,-39.3454,19.29,G08062
685979161,66.8354,-39.4616,18.82,G08002;G08062
685979503,67.761,-39.0066,18.06,G08002;G08062
685981142,68.5114,-39.2318,18.51,G08002;G08062
685982297,70.1521,-38.7662,18.39,G08002;G08062
685985103,68.3889,-38.3736,18.57,G08002;G08062
685986366,68.502,-38.078,19.03,G08062
685987828,66.7407,-39.4181,17.15,G08002;G08062
685988791,66.1108,-39.0722,19.19,G08062
685994564,67.2827,-38.179,18.14,G08002;G08062
685995712,67.3821,-37.7355,18.73,G08002;G08062
686000164,67.2196,-36.7745,18.49,G08002;G08062
686000251,67.5619,-36.6361,19.13,G08062
686003129,69.7739,-37.8563,19.22,G08062
686004237,70.9974,-37.328,18.64,G08002;G08062
686004867,70.8233,-37.2575,18.67,G08002;G08062
686005810,69.5158,-37.7151,19.12,G08062
686007278,69.57,-36.9908,18.36,G08002;G08062
686009194,70.2328,-36.2911,17.63,G08062;G08002
686011429,71.9277,-36.0308,18.66,G08002;G08062
686011866,72.4518,-36.088,18.38,G08062;G08002
686014643,71.5864,-35.6056,18.98,G08002;G08062
686014967,70.6387,-35.9156,19.12,G08062
686016577,72.1116,-35.2274,19.19,G08062
686017122,71.521,-35.157,18.96,G08002;G08062
686018227,68.9555,-36.9209,18.8,G08002;G08062
686018956,69.0698,-36.3039,17.23,G08002;G08062
686019952,68.9604,-35.9885,18.44,G08002;G08062
686020076,69.6238,-36.3063,17.45,G08002;G08062;20SECONDTARGET
686020250,69.6883,-36.0673,17.01,G08002;G08062
686021647,69.815,-35.3533,18.06,G08002;G08062
686022622,68.8351,-35.6266,18.5,G08002;G08062
686026025,70.3882,-35.2228,19.29,G08062
686026764,70.1096,-35.0494,18.32,G08002;G08062
686027135,70.274,-34.8947,19.12,G08062
686030315,70.138,-34.2879,17.66,G08002;G08062
686031108,69.6106,-34.1444,18.16,G08002;G08062
686042690,67.1029,-35.7508,18.38,G08062;G08002
686043360,66.4426,-35.529,18.43,G08002;G08062
686061046,67.4379,-35.3597,18.64,G08002;G08062
686061612,67.8597,-34.8534,19.24,G08062
686061990,67.082,-34.9718,17.69,G08002;G08062
686062198,67.4594,-34.8682,17.2,G08002;G08062
686062590,67.4242,-34.4408,18.81,G08002;G08062
686062826,68.2925,-34.556,18.6,G08002;G08062
686063120,68.5222,-34.5151,18.84,G08002;G08062
686063140,68.624,-34.4743,18.66,G08002;G08062
686063466,68.56,-34.207,18.81,G08002;G08062
686063717,68.0415,-34.3619,17.69,G08062;G08002
686064932,67.0335,-34.4537,18.7,G08002;G08062
686065108,67.0321,-34.2975,17.48,G08002;G08062;20SECONDTARGET
686066934,67.7308,-33.555,19.12,G08062
686068050,67.3747,-32.9429,18.93,G08002;G08062
686068058,67.4774,-32.949,18.2,G08002;G08062
686069029,69.1939,-33.2471,17.76,G08002;G08062
686070346,69.4198,-33.0769,18.98,G08002;G08062
686070700,70.0593,-32.7652,17.95,G08002;G08062
686072682,68.4401,-32.7696,17.99,G08002;G08062
686074830,68.8137,-32.0727,18.45,G08062;G08002
686077746,66.5576,-33.1157,18.66,G08002;G08062
686083836,66.8688,-32.1014,19.21,G08062
686091793,73.0568,-34.5351,18.98,G08002;G08062
686092435,73.8798,-34.3997,18.41,G08002;G08062
686092698,74.4176,-34.2141,18.38,G08002;G08062
686093407,73.2099,-34.1424,19.0,G08002;G08062
686094840,72.8866,-34.2635,18.17,G08002;G08062
686095842,72.6911,-33.949,18.13,G08002;G08062
686095935,72.6184,-33.771,19.05,G08062
686098898,74.418,-33.6427,18.84,G08062;G08002
686099158,74.9538,-33.5612,18.69,G08002;G08062
686099933,74.3353,-33.3453,19.02,G08062
686101772,74.8736,-32.9556,18.39,G08002;G08062
686102996,74.0544,-33.2288,18.54,G08002;G08062
